Bin_Path,Change_Time,Confirmor,Bin_Type,Use,User_Team_PL,Delivery_Team_PL,Source_Path,PDM,VMP,Document_Type
firmware/valhall-r36p0-01eac0/odin4/mali_csffw.wa,2022/3/30 16:00,s00345806,3rd-party,GPU DDK,a00588050,a00588050,NA,5863994,NA,NA
